#timestamp x y z qx qy qz qw
1709065716.487185 -0.102176 0.024324 0.046835 -0.648794 -0.183688 0.736947 0.047271
1709065748.692022 -0.073983 0.011688 0.098736 -0.643948 -0.183255 0.741504 0.043813
1709065749.292111 -0.066202 -0.005838 0.153272 -0.642836 -0.183855 0.742431 0.041895
1709065749.492141 -0.062256 -0.028822 0.138395 -0.656046 -0.127842 0.743536 -0.020347
1709065749.692171 -0.054758 -0.082620 0.098487 -0.667681 -0.010659 0.729222 -0.149410
1709065749.892201 -0.043131 -0.142928 0.080733 -0.660270 0.101516 0.693246 -0.270457
1709065750.092231 -0.028335 -0.204976 0.084683 -0.632716 0.213228 0.637136 -0.385047
1709065750.292260 -0.011326 -0.258960 0.111602 0.587379 -0.319305 -0.562168 0.486824
1709065750.492290 0.004388 -0.300431 0.157560 0.523810 -0.415529 -0.470119 0.576148
1709065750.692320 0.018604 -0.321993 0.216559 0.445336 -0.500861 -0.363980 0.646787
1709065750.892350 0.027890 -0.320987 0.281311 0.353574 -0.569241 -0.249570 0.699046
1709065751.092380 0.032446 -0.297558 0.342781 0.255955 -0.620731 -0.130564 0.729474
1709065751.292409 0.033109 -0.281722 0.352745 0.237020 -0.628008 -0.108562 0.733241
1709065751.492439 0.041491 -0.282352 0.373821 0.214131 -0.636628 -0.081931 0.736302
1709065751.692469 0.035804 -0.290782 0.381266 0.193023 -0.643831 -0.058308 0.738122
1709065781.896945 0.039595 -0.332028 0.456638 0.183838 -0.645590 -0.051750 0.739419
1709065782.297004 0.054194 -0.358971 0.535839 0.185989 -0.644594 -0.054889 0.739523
1709065782.697064 0.066182 -0.386436 0.615412 0.186212 -0.647189 -0.055427 0.737157
1709065783.097123 0.079547 -0.411318 0.692632 0.185516 -0.645894 -0.054216 0.738557
1709065783.497182 0.092799 -0.436339 0.770325 0.184365 -0.645473 -0.052928 0.739305
1709065783.897241 0.105325 -0.460701 0.845153 0.184277 -0.645480 -0.052513 0.739351
1709065784.297300 0.117993 -0.483907 0.917431 0.184372 -0.645662 -0.053369 0.739107
1709065784.697359 0.132265 -0.509761 0.998103 0.184916 -0.645988 -0.053003 0.738713
1709065785.097418 0.145696 -0.537421 1.080866 0.183884 -0.645078 -0.053260 0.739747
1709065785.497477 0.158365 -0.563756 1.157648 0.183943 -0.645978 -0.054080 0.738886
1709065785.897536 0.171778 -0.588243 1.232908 0.184686 -0.643824 -0.053052 0.740654
1709065786.297596 0.183561 -0.612629 1.304132 0.184443 -0.643860 -0.053288 0.740666
