timestamp,x,y,z,rssi
0.018593788146972656,-0.09799375385046005,0.043459873646497726,0.34336885809898376,
0.04416346549987793,-0.09256336838006973,0.0480729304254055,0.9745436906814575,
0.07467222213745117,-0.10169629007577896,0.045887794345617294,0.9706445932388306,
0.12100863456726074,-0.10218995809555054,0.04176032170653343,0.9686949253082275,
0.16053295135498047,-0.09996844083070755,0.041517529636621475,0.9684512615203857,
0.20932579040527344,-0.10712666809558868,0.042245909571647644,0.9643084406852722,
0.25621747970581055,-0.10243679583072662,0.03908960521221161,0.9660142660140991,
0.3118462562561035,-0.10539881885051727,0.042245909571647644,0.9655268788337708,
0.3597438335418701,-0.10218995809555054,0.037875641137361526,0.9735689163208008,
0.40802907943725586,-0.10441148281097412,0.04200311377644539,0.9679639339447021,
0.4556403160095215,-0.10416464507579803,0.041517529636621475,0.9679639339447021,
0.503166913986206,-0.10564566403627396,0.04200311377644539,0.9689386487007141,
0.5494661331176758,-0.10539881885051727,0.041517529636621475,0.9718630313873291,
0.6084368228912354,-0.10243679583072662,0.04127473756670952,0.9764932990074158,
0.6490206718444824,-0.10539881885051727,0.040789153426885605,0.9757621884346008,
0.6918561458587646,-0.10391780734062195,0.03981798142194748,0.9735689163208008,
0.7239079475402832,-0.1029304638504982,0.042245909571647644,0.9760059118270874,
0.7547612190246582,-0.10218995809555054,0.04103194549679756,0.9781991243362427,
0.7861218452453613,-0.10268362611532211,0.03933239355683327,0.9777117371559143,
0.8361637592315674,-0.10367096960544586,0.03981798142194748,0.9769806265830994,
0.8834977149963379,-0.10342413187026978,0.040789153426885605,0.9747873544692993,
0.9223988056182861,-0.10465831309556961,0.04176032170653343,0.9796612858772278,
0.9610610008239746,-0.10391780734062195,0.03811843320727348,0.9813672304153442,
0.9999516010284424,-0.10046210885047913,0.045159418135881424,0.9786865711212158,
1.0471785068511963,-0.10342413187026978,0.04054636135697365,0.9779554605484009,
1.087972640991211,-0.10613933205604553,0.05195761099457741,0.9769806265830994,
1.1354591846466064,-0.116506427526474,0.05559949949383736,0.9981822967529297,
1.1743147373199463,-0.1204557940363884,0.07259497791528702,0.9911150336265564,
1.220454216003418,-0.08762665092945099,0.08182109892368317,0.9250732660293579,
1.2702829837799072,-0.24979767203330994,0.0810927227139473,0.9691823720932007,
1.3149433135986328,-0.1841394007205963,-0.0176094900816679,1.0764089822769165,
1.3667817115783691,-0.14464569091796875,0.008012155070900917,0.9314092993736267,
1.4149036407470703,-0.2567090690135956,0.05389995500445366,0.9569975137710571,
1.464259386062622,-0.1513102501630783,0.08376343548297882,0.9950142502784729,
1.5139567852020264,-0.21030396223068237,0.13159357011318207,0.9357959032058716,
1.5562429428100586,-0.28608250617980957,0.08352064341306686,0.9828293919563293,
1.6050865650177002,-0.2618926167488098,0.0810927227139473,0.9545605182647705,
1.6443731784820557,-0.24806982278823853,0.06458282470703125,0.9019220471382141,
1.7043628692626953,-0.2542407214641571,0.061426520347595215,0.8943674564361572,
1.7569665908813477,-0.2604116201400757,0.0643400326371193,0.9136195182800293,
1.8080518245697021,-0.2530065178871155,0.08594857156276703,0.9548042416572571,
