x,y,rssi,timestamp
0.004364026710391045,-0.17826594412326813,-62,1712350524.2263904
0.0029093509074300528,-0.17850716412067413,-59,1712350524.3577943
0.0026669050566852093,-0.17826594412326813,-60,1712350524.3728776
0.0033942428417503834,-0.17826594412326813,-62,1712350524.387624
0.0029093509074300528,-0.17730103433132172,-59,1712350524.4083943
0.001939567388035357,-0.17826594412326813,-62,1712350524.4230297
0.003879134776070714,-0.17874839901924133,-59,1712350524.443848
0.0029093509074300528,-0.17730103433132172,-59,1712350524.5526125
0.00315179699100554,-0.1768185794353485,-63,1712350524.5675466
0.0014546754537150264,-0.17778348922729492,-60,1712350524.5890265
0.0029093509074300528,-0.17826594412326813,-62,1712350524.6042712
0.00315179699100554,-0.17850716412067413,-60,1712350524.6223068
0.003636688692495227,-0.17923083901405334,-62,1712350524.88021
0.0033942428417503834,-0.17778348922729492,-59,1712350524.9013731
0.0026669050566852093,-0.17923083901405334,-61,1712350524.91953
0.001939567388035357,-0.17826594412326813,-62,1712350524.934216
0.001939567388035357,-0.17947205901145935,-62,1712350525.1642787
0.00315179699100554,-0.17850716412067413,-59,1712350525.197315
0.00315179699100554,-0.17850716412067413,-62,1712350525.2121928
0.0021820133551955223,-0.17730103433132172,-59,1712350525.2328556
0.001939567388035357,-0.17826594412326813,-61,1712350525.253509
0.00315179699100554,-0.17826594412326813,-63,1712350525.5371294
0.0029093509074300528,-0.17754225432872772,-59,1712350525.5729828
0.0029093509074300528,-0.17850716412067413,-60,1712350525.588053
0.00315179699100554,-0.17826594412326813,-62,1712350525.6034071
0.003636688692495227,-0.17778348922729492,-61,1712350525.6312082
0.003636688692495227,-0.17874839901924133,-60,1712350525.6745725
0.0029093509074300528,-0.17802470922470093,-60,1712350525.7942421
0.0033942428417503834,-0.17730103433132172,-60,1712350525.8094049
0.002424459205940366,-0.17802470922470093,-63,1712350525.8243568
0.0021820133551955223,-0.17778348922729492,-60,1712350525.8455782
0.003879134776070714,-0.1765773594379425,-62,1712350525.9882925
0.002424459205940366,-0.17802470922470093,-60,1712350526.015114
0.0033942428417503834,-0.17898960411548615,-63,1712350526.030088
0.0026669050566852093,-0.17995452880859375,-60,1712350526.0685682
0.0021820133551955223,-0.17778348922729492,-62,1712350526.0834095
0.0014546754537150264,-0.17826594412326813,-60,1712350526.1131253
0.0033942428417503834,-0.1770598143339157,-60,1712350526.3012872
0.0041215806268155575,-0.1765773594379425,-62,1712350526.3162389
0.003879134776070714,-0.17754225432872772,-60,1712350526.3370118
0.002424459205940366,-0.17850716412067413,-62,1712350526.3517425
0.0016971214208751917,-0.17826594412326813,-60,1712350526.3786173
0.00315179699100554,-0.17826594412326813,-62,1712350526.6046364
0.0029093509074300528,-0.17778348922729492,-59,1712350526.6436121
0.0029093509074300528,-0.17850716412067413,-60,1712350526.658631
0.0029093509074300528,-0.1758536845445633,-59,1712350526.7687771
0.001939567388035357,-0.17850716412067413,-62,1712350526.7842855
0.0041215806268155575,-0.17778348922729492,-62,1712350526.8055038
0.002424459205940366,-0.1768185794353485,-60,1712350526.8268566
0.00315179699100554,-0.17826594412326813,-62,1712350527.0486436
0.001939567388035357,-0.17778348922729492,-63,1712350527.0697048
0.002424459205940366,-0.17802470922470093,-60,1712350527.085353
0.001939567388035357,-0.17754225432872772,-61,1712350527.103886
0.00315179699100554,-0.17778348922729492,-60,1712350527.2502728
0.002424459205940366,-0.17802470922470093,-60,1712350527.2765062
0.0041215806268155575,-0.17802470922470093,-63,1712350527.2916117
0.003636688692495227,-0.17947205901145935,-59,1712350527.321156
0.002424459205940366,-0.17826594412326813,-63,1712350527.4995944
0.002424459205940366,-0.17874839901924133,-60,1712350527.5209463
0.002424459205940366,-0.17778348922729492,-61,1712350527.536188
0.003879134776070714,-0.17923083901405334,-61,1712350527.5595412
0.003636688692495227,-0.17778348922729492,-63,1712350527.5744658
0.003636688692495227,-0.17874839901924133,-60,1712350527.5895019
0.001939567388035357,-0.17874839901924133,-62,1712350527.7397828
0.0026669050566852093,-0.17778348922729492,-60,1712350527.7773077
0.0033942428417503834,-0.17874839901924133,-62,1712350527.7921455
0.00315179699100554,-0.1770598143339157,-63,1712350527.9280095
0.0026669050566852093,-0.17874839901924133,-59,1712350527.9569108
0.003879134776070714,-0.17898960411548615,-60,1712350527.9728673
0.001939567388035357,-0.17802470922470093,-60,1712350528.0005765
0.003636688692495227,-0.1770598143339157,-63,1712350528.0156476
0.0009697836940176785,-0.17923083901405334,-63,1712350528.1738145
0.003879134776070714,-0.1756124645471573,-59,1712350528.1979399
0.003636688692495227,-0.17802470922470093,-63,1712350528.212916
