timestamp,dest,src,rssi
1710894083.1226988,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-65,0,0
1710894083.2240868,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-63,0,0
1710894083.24222,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-63,0,0
1710894083.2892826,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-65,0,0
1710894083.4011648,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-62,0,0
1710894083.4492192,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-65,0,0
1710894083.554928,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-62,0,0
1710894083.9156187,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-65,0,0
1710894083.9984722,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-63,0,0
1710894084.058109,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-63,0,0
1710894084.073624,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-65,0,0
1710894084.1817596,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-64,0,0
1710894084.2421296,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-65,0,0
1710894084.3572807,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-64,0,0
1710894084.8301654,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-65,0,0
1710894085.0252175,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-63,0,0
1710894085.0868335,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-62,0,0
1710894085.1553073,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-65,0,0
1710894085.2332506,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-61,0,0
1710894085.3078785,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-65,0,0
1710894085.4038558,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-63,0,0
1710894085.6079602,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-64,0,0
1710894085.7804806,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-62,0,0
1710894085.8331735,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-63,0,0
1710894085.8631945,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-64,0,0
1710894085.8867204,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-61,0,0
1710894085.9075048,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-64,0,0
1710894085.9317582,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-63,0,0
1710894085.9537933,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-63,0,0
1710894086.0655618,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-61,0,0
1710894086.1195421,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-62,0,0
1710894086.181318,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-63,0,0
1710894086.2366214,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-62,0,0
1710894086.3010733,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-63,0,0
1710894086.4175568,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-61,0,0
1710894086.8428319,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-63,0,0
1710894086.9869785,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-61,0,0
1710894087.0626848,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-61,0,0
1710894087.139829,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-63,0,0
1710894087.224708,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-61,0,0
1710894087.2918231,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-64,0,0
1710894087.4040484,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-61,0,0
1710894087.5223916,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-64,0,0
1710894087.5924938,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-62,0,0
1710894087.6658225,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-63,0,0
1710894087.732101,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-64,0,0
1710894087.817947,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-62,0,0
1710894087.880618,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-64,0,0
1710894087.9892163,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-61,0,0
1710894088.08381,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-66,0,0
1710894088.1891973,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-64,0,0
1710894088.2471838,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-64,0,0
1710894088.3114145,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-66,0,0
1710894088.4701345,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-65,0,0
1710894088.5407057,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-66,0,0
1710894088.6295907,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-65,0,0
1710894088.8078628,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-61,0,0
1710894089.087651,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-66,0,0
1710894089.180099,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-63,0,0
1710894089.267063,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-62,0,0
1710894089.4013019,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-61,0,0
1710894089.6886277,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-66,0,0
1710894089.8280852,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-63,0,0
1710894089.8807685,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-63,0,0
1710894089.9472752,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-67,0,0
1710894090.0269618,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-64,0,0
1710894090.0893822,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-67,0,0
1710894090.1793458,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-63,0,0
1710894090.3365028,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-66,0,0
1710894090.4600596,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-63,0,0
1710894090.7558575,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-63,0,0
1710894090.9586234,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-63,0,0
1710894091.2484004,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-64,0,0
1710894091.487565,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-62,0,0
1710894091.6634843,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-67,0,0
1710894091.853131,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-63,0,0
1710894091.9929569,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-64,0,0
1710894092.1656575,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-67,0,0
1710894092.2901266,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-66,0,0
1710894092.4592936,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-65,0,0
1710894092.5795932,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-61,0,0
1710894092.6824322,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-64,0,0
1710894092.740911,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-63,0,0
1710894092.756282,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-61,0,0
1710894092.8478343,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-67,0,0
1710894092.9519243,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-64,0,0
1710894093.019962,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-64,0,0
1710894093.1391263,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-62,0,0
1710894093.24921,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-60,0,0
1710894093.3132305,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-61,0,0
1710894093.4732044,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-64,0,0
1710894093.5926692,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-67,0,0
1710894093.6517894,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-68,0,0
1710894093.7502766,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-67,0,0
1710894093.8400035,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-67,0,0
1710894093.8919392,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-65,0,0
1710894093.9495368,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-65,0,0
1710894093.9940739,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-64,0,0
1710894094.0448472,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-66,0,0
1710894094.1070921,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-67,0,0
1710894094.1690488,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-67,0,0
1710894094.2121496,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-65,0,0
1710894094.349301,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-64,0,0
1710894094.5316768,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-61,0,0
1710894094.609642,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-59,0,0
1710894094.7392783,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-63,0,0
1710894094.7995157,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-62,0,0
1710894094.8626416,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-60,0,0
1710894094.9678564,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-62,0,0
1710894095.025498,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-59,0,0
1710894095.1249735,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-63,0,0
1710894095.294183,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-67,0,0
1710894095.5184996,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-61,0,0
1710894095.6477888,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-59,0,0
1710894095.8537636,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-64,0,0
1710894096.0556452,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-59,0,0
1710894096.1031618,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-60,0,0
1710894096.1436377,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-58,0,0
1710894096.292999,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-58,0,0
1710894096.368784,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-58,0,0
1710894096.430519,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-60,0,0
1710894096.4678576,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-60,0,0
1710894096.5953126,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-62,0,0
1710894096.6924589,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-59,0,0
1710894097.0597844,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-61,0,0
1710894097.175672,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-58,0,0
1710894097.2997513,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-59,0,0
1710894097.508511,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-61,0,0
1710894097.638373,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-59,0,0
1710894097.7184944,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-59,0,0
1710894097.7942336,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-60,0,0
1710894097.9697003,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-57,0,0
1710894098.0775416,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-59,0,0
1710894098.2801557,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-61,0,0
1710894098.5035646,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-58,0,0
1710894098.636585,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-56,0,0
1710894098.7408206,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-56,0,0
1710894098.8276355,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-56,0,0
1710894099.0587711,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-57,0,0
1710894099.3404605,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-62,0,0
1710894099.5267215,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-61,0,0
1710894099.6536484,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-58,0,0
1710894099.841308,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-60,0,0
1710894100.1326938,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-60,0,0
1710894100.3588467,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-61,0,0
1710894100.4793475,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-61,0,0
1710894100.5608635,44:12:44:69:9d:f2,e4:5f:01:d4:9d:ce,-60,0,0
